original_original,original_city,original_area,original_abbreviation,original_state,lat,lon,formatted,name,housenumber,street,district,suburb,postcode,city,county,county_code,state,state_code,country,country_code,confidence,confidence_street_level,confidence_city_level,attribution,attribution_license,attribution_url
Kolasib_Diakkawn_D (Mizoram),Kolasib,Diakkawn,D,Mizoram,,,,,,,,,,,,,,,,,,,,,,
Vadipatti_lalaNGR_D (Tamil Nadu),Vadipatti,lalaNGR,D,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,
Bhubaneswar_Patia (Orissa),Bhubaneswar,,Patia,Orissa,,,,,,,,,,,,,,,,,,,,,,
Tarnau_BsstdDPP_D (Rajasthan),Tarnau,BsstdDPP,D,Rajasthan,,,,,,,,,,,,,,,,,,,,,,
Khargram_BoiDPP_D (West Bengal),Khargram,BoiDPP,D,West Bengal,,,,,,,,,,,,,,,,,,,,,,
Bhadra_GMndiDPP_D (Rajasthan),Bhadra,GMndiDPP,D,Rajasthan,,,,,,,,,,,,,,,,,,,,,,
Mulugu_LaxmiNGR_D (Telangana),Mulugu,LaxmiNGR,D,Telangana,,,,,,,,,,,,,,,,,,,,,,
Ashti_SavtaHTL_D (Maharashtra),Ashti,SavtaHTL,D,Maharashtra,,,,,,,,,,,,,,,,,,,,,,
Bareilly (Uttar Pradesh),Bareilly,,,Uttar Pradesh,,,,,,,,,,,,,,,,,,,,,,
Islampure_ShbdnDPP_D (West Bengal),Islampure,ShbdnDPP,D,West Bengal,,,,,,,,,,,,,,,,,,,,,,
Balurghat_AkhirDPP_D (West Bengal),Balurghat,AkhirDPP,D,West Bengal,,,,,,,,,,,,,,,,,,,,,,
Anuppur_JthriDPP_DC (Madhya Pradesh),Anuppur,JthriDPP,DC,Madhya Pradesh,,,,,,,,,,,,,,,,,,,,,,
Bargarh_GurpdDPP_D (Orissa),Bargarh,GurpdDPP,D,Orissa,,,,,,,,,,,,,,,,,,,,,,
Sonipat_Central_D_2 (Haryana),Sonipat,Central,D2,Haryana,,,,,,,,,,,,,,,,,,,,,,
Panna_Mohnprwa_D (Madhya Pradesh),Panna,Mohnprwa,D,Madhya Pradesh,,,,,,,,,,,,,,,,,,,,,,
Panaji Goa (Goa),,Panaji Goa,,Goa,,,,,,,,,,,,,,,,,,,,,,
Fatehabad_SirsaDPP_D (Haryana),Fatehabad,SirsaDPP,D,Haryana,,,,,,,,,,,,,,,,,,,,,,
Fatehabad_BhunaDPP_D (Haryana),Fatehabad,BhunaDPP,D,Haryana,,,,,,,,,,,,,,,,,,,,,,
Soro_UttarDPP_D (Orissa),Soro,UttarDPP,D,Orissa,,,,,,,,,,,,,,,,,,,,,,
Raipur_BypRDDPP_D (Rajasthan),Raipur,BypRDDPP,D,Rajasthan,,,,,,,,,,,,,,,,,,,,,,
Rajkot_Kothriya_DC (Gujarat),Rajkot,Kothriya,DC,Gujarat,,,,,,,,,,,,,,,,,,,,,,
Kapadvanj_Busstand_D (Gujarat),Kapadvanj,Busstand,D,Gujarat,,,,,,,,,,,,,,,,,,,,,,
Chennai_Vandalur_Dc (Tamil Nadu),Chennai,Vandalur,Dc,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,
Bhupalpally_JwahrNGR_D (Telangana),Bhupalpally,JwahrNGR,D,Telangana,,,,,,,,,,,,,,,,,,,,,,
Mahadevpur_Kataram_D (Telangana),Mahadevpur,Kataram,D,Telangana,,,,,,,,,,,,,,,,,,,,,,
Cochin_Kdvantra_D (Kerala),Cochin,Kdvantra,D,Kerala,,,,,,,,,,,,,,,,,,,,,,
Kozhikode_Feroke_H (Kerala),Kozhikode,Feroke,H,Kerala,,,,,,,,,,,,,,,,,,,,,,
Hajipur_ThaneDPP_D (Bihar),Hajipur,ThaneDPP,D,Bihar,,,,,,,,,,,,,,,,,,,,,,
Agra_Idgah_L (Uttar Pradesh),Agra,Idgah,L,Uttar Pradesh,,,,,,,,,,,,,,,,,,,,,,
Goa_Mapusa (Goa),Goa,,Mapusa,Goa,,,,,,,,,,,,,,,,,,,,,,
Lakhipur_WrdN4DPP_D (Assam),Lakhipur,WrdN4DPP,D,Assam,,,,,,,,,,,,,,,,,,,,,,
Neemrana_Rcocmplx_D (Rajasthan),Neemrana,Rcocmplx,D,Rajasthan,,,,,,,,,,,,,,,,,,,,,,
Roing_DibngVly_D (Arunachal Pradesh),Roing,DibngVly,D,Arunachal Pradesh,,,,,,,,,,,,,,,,,,,,,,
Krishnanagar_AnadiDPP_D (West Bengal),Krishnanagar,AnadiDPP,D,West Bengal,,,,,,,,,,,,,,,,,,,,,,
Bengaluru_ Kothanur_L (Karnataka),Bengaluru,Kothanur,L,Karnataka,,,,,,,,,,,,,,,,,,,,,,
Malda_krshnPly_DC (West Bengal),Malda,krshnPly,DC,West Bengal,,,,,,,,,,,,,,,,,,,,,,
Angul_Central_I_2 (Orissa),Angul,Central,I2,Orissa,,,,,,,,,,,,,,,,,,,,,,
Phulbani_Krusphrma_D (Orissa),Phulbani,Krusphrma,D,Orissa,,,,,,,,,,,,,,,,,,,,,,
Jaipur_Bhankrot_DC (Rajasthan),Jaipur,Bhankrot,DC,Rajasthan,,,,,,,,,,,,,,,,,,,,,,
Ludhiana_DC (Punjab),Ludhiana,,DC,Punjab,,,,,,,,,,,,,,,,,,,,,,
Amalner_Murtingr_D (Maharashtra),Amalner,Murtingr,D,Maharashtra,,,,,,,,,,,,,,,,,,,,,,
Erandol_BsStdDPP_D (Maharashtra),Erandol,BsStdDPP,D,Maharashtra,,,,,,,,,,,,,,,,,,,,,,
Pachora_PcrrdDPP_D (Maharashtra),Pachora,PcrrdDPP,D,Maharashtra,,,,,,,,,,,,,,,,,,,,,,
Vapi_IndEstat_L (Gujarat),Vapi,IndEstat,L,Gujarat,,,,,,,,,,,,,,,,,,,,,,
Mumbai_Nerul_D (Maharashtra),Mumbai,Nerul,D,Maharashtra,,,,,,,,,,,,,,,,,,,,,,
Tiruchi_Samyaprm_D (Tamil Nadu),Tiruchi,Samyaprm,D,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,
Delhi_Mangol_DC (Delhi),Delhi,Mangol,DC,Delhi,,,,,,,,,,,,,,,,,,,,,,
Rampur_ThanaDPP_D (Uttar Pradesh),Rampur,ThanaDPP,D,Uttar Pradesh,,,,,,,,,,,,,,,,,,,,,,
Khurdha_MunplDPP_D (Orissa),Khurdha,MunplDPP,D,Orissa,,,,,,,,,,,,,,,,,,,,,,
Godda_PushPlza_D (Jharkhand),Godda,PushPlza,D,Jharkhand,,,,,,,,,,,,,,,,,,,,,,
Islampure_Central_DPP_2 (West Bengal),Islampure,Central,DPP2,West Bengal,,,,,,,,,,,,,,,,,,,,,,
MirzapurWB_VidyaDPP_D (West Bengal),MirzapurWB,VidyaDPP,D,West Bengal,,,,,,,,,,,,,,,,,,,,,,
Gobicheti_Ward25_D (Tamil Nadu),Gobicheti,Ward25,D,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,
Badkulla_Central_DPP_1 (West Bengal),Badkulla,Central,DPP1,West Bengal,,,,,,,,,,,,,,,,,,,,,,
Gujiliam_Parai_D (Tamil Nadu),Gujiliam,Parai,D,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,
Shahjhnpur_NavdaCln_D (Uttar Pradesh),Shahjhnpur,NavdaCln,D,Uttar Pradesh,,,,,,,,,,,,,,,,,,,,,,
Razole_Shanthi_D (Andhra Pradesh),Razole,Shanthi,D,Andhra Pradesh,,,,,,,,,,,,,,,,,,,,,,
Ambegaon_Manchar_D (Maharashtra),Ambegaon,Manchar,D,Maharashtra,,,,,,,,,,,,,,,,,,,,,,
Tonk_DC (Rajasthan),Tonk,,DC,Rajasthan,,,,,,,,,,,,,,,,,,,,,,
Barasat_KrshnNgr_D (West Bengal),Barasat,KrshnNgr,D,West Bengal,,,,,,,,,,,,,,,,,,,,,,
Berhampur_Khajuria_I (Orissa),Berhampur,Khajuria,I,Orissa,,,,,,,,,,,,,,,,,,,,,,
Jaipur_Central_D_10 (Rajasthan),Jaipur,Central,D10,Rajasthan,,,,,,,,,,,,,,,,,,,,,,
Dhanbad_Central_D_4 (Jharkhand),Dhanbad,Central,D4,Jharkhand,,,,,,,,,,,,,,,,,,,,,,
Gondal_DC (Gujarat),Gondal,,DC,Gujarat,,,,,,,,,,,,,,,,,,,,,,
Bilaspur_Torwa_DC (Chhattisgarh),Bilaspur,Torwa,DC,Chhattisgarh,,,,,,,,,,,,,,,,,,,,,,
Sheikhpura_Bgwtichk_D (Bihar),Sheikhpura,Bgwtichk,D,Bihar,,,,,,,,,,,,,,,,,,,,,,
Karukachal_MnimlaRd_D (Kerala),Karukachal,MnimlaRd,D,Kerala,,,,,,,,,,,,,,,,,,,,,,
Bikaner_DC (Rajasthan),Bikaner,,DC,Rajasthan,,,,,,,,,,,,,,,,,,,,,,
Printhlmna_EmsPnmbi_D (Kerala),Printhlmna,EmsPnmbi,D,Kerala,,,,,,,,,,,,,,,,,,,,,,
Bokakhat_MlnprDPP_D (Assam),Bokakhat,MlnprDPP,D,Assam,,,,,,,,,,,,,,,,,,,,,,
Durg_Pulgaon_DC (Chhattisgarh),Durg,Pulgaon,DC,Chhattisgarh,,,,,,,,,,,,,,,,,,,,,,
Moranhat_TiloiDPP_D (Assam),Moranhat,TiloiDPP,D,Assam,,,,,,,,,,,,,,,,,,,,,,
Degloor_Busstand_D (Maharashtra),Degloor,Busstand,D,Maharashtra,,,,,,,,,,,,,,,,,,,,,,
Hyd_LB-Nagar_Dc (Telangana),Hyd,LB-Nagar,Dc,Telangana,,,,,,,,,,,,,,,,,,,,,,
Chanchal_BargaDPP_D (West Bengal),Chanchal,BargaDPP,D,West Bengal,,,,,,,,,,,,,,,,,,,,,,
Chennai_Selaiyur_DC (Tamil Nadu),Chennai,Selaiyur,DC,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,
Wai_Central_DPP_3 (Maharashtra),Wai,Central,DPP3,Maharashtra,,,,,,,,,,,,,,,,,,,,,,
Jiyanpur_Central_DPP_1 (Uttar Pradesh),Jiyanpur,Central,DPP1,Uttar Pradesh,,,,,,,,,,,,,,,,,,,,,,
Chiraiyakot_KamalDPP_D (Uttar Pradesh),Chiraiyakot,KamalDPP,D,Uttar Pradesh,,,,,,,,,,,,,,,,,,,,,,
Mumbai Mahim (Maharashtra),Mumbai Mahim,,,Maharashtra,,,,,,,,,,,,,,,,,,,,,,
Sidhmukh_MnbzrDPP_D (Rajasthan),Sidhmukh,MnbzrDPP,D,Rajasthan,,,,,,,,,,,,,,,,,,,,,,
Nohar_Central_DPP_2 (Rajasthan),Nohar,Central,DPP2,Rajasthan,,,,,,,,,,,,,,,,,,,,,,
Dwarka_StnRoad_DC (Gujarat),Dwarka,StnRoad,DC,Gujarat,,,,,,,,,,,,,,,,,,,,,,
Bengaluru_Nelmngla_L (Karnataka),Bengaluru,Nelmngla,L,Karnataka,,,,,,,,,,,,,,,,,,,,,,
Kulithalai_AnnaNGR_D (Tamil Nadu),Kulithalai,AnnaNGR,D,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,
Gurgaon_Bilaspur_P (Haryana),Gurgaon,Bilaspur,P,Haryana,,,,,,,,,,,,,,,,,,,,,,
Hyderabad_Shamshbd_P (Telangana),Hyderabad,Shamshbd,P,Telangana,,,,,,,,,,,,,,,,,,,,,,
