original_original,original_city,original_area,original_abbreviation,original_state,lat,lon,formatted,name,housenumber,street,suburb,district,postcode,city,county_code,county,state,state_code,country,country_code,confidence_building_level,confidence,confidence_street_level,confidence_city_level,attribution,attribution_license,attribution_url
Anupshahar_DcntCLY_D (Uttar Pradesh),Anupshahar,DcntCLY,D,Uttar Pradesh,28.388896,78.315627,"Gawan Anupshahar Road, Bhopatpur -, UP, India",,,Gawan Anupshahar Road,,,,Bhopatpur,BD,Budaun,Uttar Pradesh,UP,India,in,,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Raipur_Katora_IP (Chhattisgarh),Raipur,Katora,IP,Chhattisgarh,21.235472350000002,81.65470109321544,"Katora Talab Park, Raipur - 493332, CT, India",Katora Talab Park,,,,,493332,Raipur,,Raipur Tahsil,Chhattisgarh,CT,India,in,,0.81,0.81,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bhopal MP Nagar (Madhya Pradesh),Bhopal MP Nagar,,,Madhya Pradesh,22.0988691,78.9525974,"Khairi Bhopal, MP, India",,,,,,,Khairi Bhopal,,Chhindwara Nagar Tahsil,Madhya Pradesh,MP,India,in,,0.14285714285714285,,0.14285714285714285,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Koyilandy_Pshrikvu_D (Kerala),Koyilandy,Pshrikvu,D,Kerala,11.4383564,75.696891,"Koyilandy, KL, India",,,,,,673300,Koyilandy,,Koyilandi,Kerala,KL,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Vadakara_Mandodi_D (Kerala),Vadakara,Mandodi,D,Kerala,11.5985451,75.5897432,"Vadakara, KL, India",,,,,,670109,Vadakara,,Vadakara,Kerala,KL,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Kallachi_ZamQuatr_D (Kerala),Kallachi,ZamQuatr,D,Kerala,11.690635,75.66521,"Kallachi, KL, India",,,,,,,Kallachi,,Kozhikode,Kerala,KL,India,in,,0.5,,1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Sasaram_Central_I_2 (Bihar),Sasaram,Central,I2,Bihar,24.9509656,84.0148733,"Sasaram, BR, India",,,,,,821115,Sasaram,,Sasaram,Bihar,BR,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Mohania_Bhabua_D (Bihar),Mohania,Bhabua,D,Bihar,25.172543,83.619816,"Bhabua Road, Mohania - 821109, BR, India",Bhabua Road,,,,,821109,Mohania,KM,Kaimur,Bihar,BR,India,in,,0.9,0.9,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Kolar_Ambedkar_D (Karnataka),Kolar,Ambedkar,D,Karnataka,12.98023,78.238731,"Dr. Ambedkar Park, Kattihalli - 563122, KA, India",,,Dr. Ambedkar Park,,,563122,Kattihalli,KO,Kolar,Karnataka,KA,India,in,,0.9,0.9,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Mulbagal_Sunku_D (Karnataka),Mulbagal,Sunku,D,Karnataka,13.67476,75.20786,"Mulbagal, Ranjadkatte, SH, India",Mulbagal,,,Mulbagal,,,Ranjadkatte,SH,Shimoga,Karnataka,KA,India,in,,0.5,,1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Chintamani_Central_D_2 (Karnataka),Chintamani,Central,D2,Karnataka,13.3986587,78.0533058,"Chintamani, KA, India",,,,,,563125,Chintamani,,Chintamani taluk,Karnataka,KA,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Kollam_Central_H_1 (Kerala),Kollam,Central,H1,Kerala,8.910662,76.568677,"puthyakavu central school, Kollam - 691003, KL, India",,,puthyakavu central school,,,691003,Kollam,KL,Kollam,Kerala,KL,India,in,,0.81,0.81,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Kottarakkara_Amankovl_D (Kerala),Kottarakkara,Amankovl,D,Kerala,9.0055368,76.7832172,"Kottarakkara, KL, India",,,,,,691500,Kottarakkara,,Kottarakkara,Kerala,KL,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Punalur_PostofJN_D (Kerala),Punalur,PostofJN,D,Kerala,9.0174612,76.9264764,"Punalur, KL, India",,,,,,691305,Punalur,,Punalur,Kerala,KL,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Pthnmthitt_Klskhrpt_D (Kerala),Pthnmthitt,Klskhrpt,D,Kerala,,,,,,,,,,,,,,,,,,,,,,,
Adoor_Town_D (Kerala),Adoor,Town,D,Kerala,9.152024,76.736699,"Town Masjid, Adoor - 691523, KL, India",Town Masjid,,,,,691523,Adoor,PT,Pathanamthitta,Kerala,KL,India,in,,0.9,0.9,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Nichlaul_Wardno13_D (Uttar Pradesh),Nichlaul,Wardno13,D,Uttar Pradesh,27.3134215,83.7257283,"Nichlaul, UP, India",,,,,,273304,Nichlaul,,Nichlaul,Uttar Pradesh,UP,India,in,,0.25,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Atmakur_IndraNgr_D (Andhra Pradesh),Atmakur,IndraNgr,D,Andhra Pradesh,,,,,,,,,,,,,,,,,,,,,,,
Srisailam_Sishumdr_D (Andhra Pradesh),Srisailam,Sishumdr,D,Andhra Pradesh,16.0737808,78.8727065,"Srisailam, AP, India",,,,,,518100,Srisailam,,Srisailam,Andhra Pradesh,AP,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Jalandhar_Sodal Road (Punjab),Jalandhar,,Sodal Road,Punjab,31.3323762,75.576889,"Jalandhar, PB, India",,,,,,144001,Jalandhar,,Jalandhar I Tahsil,Punjab,PB,India,in,,1,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Chandigarh_Raiprvlg_L (Chandigarh),Chandigarh,Raiprvlg,L,Chandigarh,30.7334421,76.7797143,"Chandigarh, CH, India",,,,,,,Chandigarh,,Chandigarh,Chandigarh,CH,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Godhra_DC (Gujarat),Godhra,,DC,Gujarat,22.7785001,73.6245157,"Godhra, GJ, India",,,,,,389001,Godhra,,Godhra Taluka,Gujarat,GJ,India,in,,1,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Dahod_DC (Gujarat),Dahod,,DC,Gujarat,22.8358786,74.2556823,"Dahod, GJ, India",,,,,,389100,Dahod,,Dahod Taluka,Gujarat,GJ,India,in,,1,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Kanchipuram_DC (Tamil Nadu),Kanchipuram,,DC,Tamil Nadu,12.836393,79.7053304,"Kanchipuram, TN, India",,,,,Kanchipuram,631501,Kanchipuram,,,Tamil Nadu,TN,India,in,,1,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Arakkonam_HousngBd_D (Tamil Nadu),Arakkonam,HousngBd,D,Tamil Nadu,13.0839782,79.6700892,"Arakkonam, TN, India",,,,,,631001,Arakkonam,,Arakonam,Tamil Nadu,TN,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Gandhinagar_DC (Gujarat),Gandhinagar,,DC,Gujarat,23.2232877,72.6492267,"Gandhinagar, GJ, India",,,,,,,Gandhinagar,,Gandhinagar Taluka,Gujarat,GJ,India,in,,1,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bengaluru_Peenya_L (Karnataka),Bengaluru,Peenya,L,Karnataka,13.032981,77.53318,"Peenya, Bengaluru - 560001, KA, India",Peenya,,,Peenya,Rajarajeswari Nagar,560001,Bengaluru,BN,Bangalore,Karnataka,KA,India,in,,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Brahmapuri_DhnliRth_D (Maharashtra),Brahmapuri,DhnliRth,D,Maharashtra,20.2407373,76.5110635,"Brahmapuri, MH, India",,,,,,,Brahmapuri,,Mehkar,Maharashtra,MH,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Chamorshi_Central_DPP_1 (Maharashtra),Chamorshi,Central,DPP1,Maharashtra,19.9370829,79.8893906,"Chamorshi, MH, India",,,,,,442603,Chamorshi,,Chamorshi Taluka,Maharashtra,MH,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Goa_Hub (Goa),Goa,,Hub,Goa,13.6973443,123.4885073,"Goa, Camarines Sur, Philippines",,,,,,4423,Goa,,,Camarines Sur,,Philippines,ph,,1,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Canacona_CharRsta_D (Goa),Canacona,CharRsta,D,Goa,15.0069072,74.0570639,"Canacona, GA, India",,,,,,403702,Canacona,,Canacona,Goa,GA,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Chennai_Chrompet_DPC (Tamil Nadu),Chennai,Chrompet,DPC,Tamil Nadu,13.0836939,80.270186,"Chennai, TN, India",,,,,,600001,Chennai,,Chennai,Tamil Nadu,TN,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Pondicherry_Vasanthm_I (Pondicherry),Pondicherry,Vasanthm,I,Pondicherry,11.93549,79.832702,"Pondicherry, PY, India",,,,,,,Pondicherry,,Pondicherry,Puducherry,PY,India,in,,0.5,,1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Kalpakkam_Sadras_D (Tamil Nadu),Kalpakkam,Sadras,D,Tamil Nadu,12.5246456,80.1608904,"Sadras, Kalpakkam, TN, India",,,,Sadras,,603102,Kalpakkam,,Tirukalukundram,Tamil Nadu,TN,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Mumbai_Pawane_L (Maharashtra),Mumbai,Pawane,L,Maharashtra,19.054999,72.8692035,"Mumbai, MH, India",,,,,,,Mumbai,,,Maharashtra,MH,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Guntakal_Verpatem_D (Andhra Pradesh),Guntakal,Verpatem,D,Andhra Pradesh,15.163811,77.3761354,"Guntakal, AP, India",,,,,,515801,Guntakal,,Guntakal,Andhra Pradesh,AP,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Rayadurgam_RailGate_D (Andhra Pradesh),Rayadurgam,RailGate,D,Andhra Pradesh,14.6999394,76.850043,"Rayadurgam, AP, India",,,,,,515865,Rayadurgam,,Rayadurg,Andhra Pradesh,AP,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Kalyandurg_Shankrpa_D (Andhra Pradesh),Kalyandurg,Shankrpa,D,Andhra Pradesh,14.5517958,77.1119702,"Kalyandurg, AP, India",,,,,,515761,Kalyandurg,,Kalyandurg,Andhra Pradesh,AP,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Sriklahsti_SDKNgr_D (Andhra Pradesh),Sriklahsti,SDKNgr,D,Andhra Pradesh,14.762005,78.874889,"Andhra Pradesh, India",Andhra Pradesh,,,,,,,,,Andhra Pradesh,AP,India,in,,0.25,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Venktagiri_TirupthiRd_D (Andhra Pradesh),Venktagiri,TirupthiRd,D,Andhra Pradesh,,,,,,,,,,,,,,,,,,,,,,,
Gudur_Bngisheb_D (Andhra Pradesh),Gudur,Bngisheb,D,Andhra Pradesh,,,,,,,,,,,,,,,,,,,,,,,
Karimnagar_KamnHbRD_I (Telangana),Karimnagar,KamnHbRD,I,Telangana,,,,,,,,,,,,,,,,,,,,,,,
Cherthala_Mulapali_D (Kerala),Cherthala,Mulapali,D,Kerala,9.686177,76.3426114,"Cherthala, KL, India",,,,,,688524,Cherthala,,Cherthala,Kerala,KL,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
CCU_Beliaghata_DPC (West Bengal),CCU,Beliaghata,DPC,West Bengal,22.334999,88.45048,"Beliaghata, PS, India",,,,,,,Beliaghata,PS,24 Parganas South,West Bengal,WB,India,in,,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Bhavnagar_Mahuva_DC (Gujarat),Bhavnagar,Mahuva,DC,Gujarat,21.7718836,72.1416449,"Bhavnagar, GJ, India",,,,,,364001,Bhavnagar,,Bhavnagar Taluka,Gujarat,GJ,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Jaipur_NgrNigam_DC (Rajasthan),Jaipur,NgrNigam,DC,Rajasthan,26.9154576,75.8189817,"Jaipur, RJ, India",,,,,,302001,Jaipur,,Jaipur Tehsil,Rajasthan,RJ,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Chittaurgarh_DC (Rajasthan),Chittaurgarh,,DC,Rajasthan,24.879634,74.622423,"Chittaurgarh, CH, India",,,,,,,Chittaurgarh,CH,Chittorgarh,Rajasthan,RJ,India,in,,1,,1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Rajsamand_kankroli_D (Rajasthan),Rajsamand,kankroli,D,Rajasthan,25.0588278,73.885664,"Kankroli, Rajsamand, RJ, India",,,,Kankroli,,313300,Rajsamand,,Rajsamand Tehsil,Rajasthan,RJ,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Kadi_KaranNGR_D (Gujarat),Kadi,KaranNGR,D,Gujarat,23.2969449,72.3306381,"Kadi, GJ, India",,,,,,382715,Kadi,,Kadi Taluka,Gujarat,GJ,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Vijayawada_Rynapadu_H (Andhra Pradesh),Vijayawada,Rynapadu,H,Andhra Pradesh,16.5115306,80.6160469,"Vijayawada, AP, India",,,,,,520001,Vijayawada,,NTR,Andhra Pradesh,AP,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Akhnoor_ThthiCwk_D (Jammu & Kashmir),Akhnoor,ThthiCwk,D,Jammu & Kashmir,32.9019451,74.7347398,"Akhnoor, JK, India",,,,,,181200,Akhnoor,,Akhnoor,Jammu and Kashmir,JK,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Kumbakonam_Mettu_DC (Tamil Nadu),Kumbakonam,Mettu,DC,Tamil Nadu,10.9604108,79.3820861,"Kumbakonam, TN, India",,,,,,612001,Kumbakonam,,Kumbakonam,Tamil Nadu,TN,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Mylduthuri_Thiruviz_D (Tamil Nadu),Mylduthuri,Thiruviz,D,Tamil Nadu,11.052213,78.408526,"Tamil Nadu, India",Tamil Nadu,,,,,,,,,Tamil Nadu,TN,India,in,,0.25,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Mannargudi_Vadasari_D (Tamil Nadu),Mannargudi,Vadasari,D,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,,
Ukkadagatri_Tuminkte_D (Karnataka),Ukkadagatri,Tuminkte,D,Karnataka,14.4431928,75.6466574,"Ukkadagatri, KA, India",,,,,,581119,Ukkadagatri,,Harihara taluku,Karnataka,KA,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Dadri_ICDCant_D (Uttar Pradesh),Dadri,ICDCant,D,Uttar Pradesh,,,,,,,,,,,,,,,,,,,,,,,
Faridabad_Mthurard_L (Haryana),Faridabad,Mthurard,L,Haryana,28.4031478,77.3105561,"Faridabad, HR, India",,,,,,121001,Faridabad,,Faridabad,Haryana,HR,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Delhi_Mayapuri_PC (Delhi),Delhi,Mayapuri,PC,Delhi,28.6371795,77.1297333,"Mayapuri Road, Naraina, New Delhi - 110027, DL, India",Mayapuri,,Mayapuri Road,Naraina,,110027,New Delhi,,,Delhi,DL,India,in,,0.9,0.9,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Panagarh_Central_D_1 (West Bengal),Panagarh,Central,D1,West Bengal,23.460992,87.452237,"Panagar, Prayagpur, BR, India",Panagar,,,Panagar,,,Prayagpur,BR,Bardhaman,West Bengal,WB,India,in,,0.5,,1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Bolpur_WebelDPP_D (West Bengal),Bolpur,WebelDPP,D,West Bengal,23.661154,87.6962424,"Bolpur, WB, India",,,,,,,Bolpur,,Bolpur Sriniketan,West Bengal,WB,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Nanoor_Central_DPP_1 (West Bengal),Nanoor,Central,DPP1,West Bengal,23.7041383,87.8672272,"Nanoor, WB, India",,,,,,731301,Nanoor,,Nanoor,West Bengal,WB,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Delhi_Wazirpur_L (Delhi),Delhi,Wazirpur,L,Delhi,28.692796,77.154708,"Wazirpur Flyover, Shalimar Bagh Paschimi, Delhi - 110035, DL, India",,,Wazirpur Flyover,Shalimar Bagh Paschimi,,110035,Delhi,SW,South West Delhi,Delhi,DL,India,in,,0.9,0.9,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Eluru_Agraharm_DC (Andhra Pradesh),Eluru,Agraharm,DC,Andhra Pradesh,,,,,,,,,,,,,,,,,,,,,,,
Kaikaluru_Atapaka_D (Andhra Pradesh),Kaikaluru,Atapaka,D,Andhra Pradesh,16.562945,81.2333822,"Atapaka, AP, India",,,,,,521333,Atapaka,,Kaikaluru,Andhra Pradesh,AP,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Anantapur_KamaStrt_I (Andhra Pradesh),Anantapur,KamaStrt,I,Andhra Pradesh,14.6783221,77.6065039,"Anantapur, AP, India",,,,,,515001,Anantapur,,Anantapur,Andhra Pradesh,AP,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Dharmavram_SaiNgr_D (Andhra Pradesh),Dharmavram,SaiNgr,D,Andhra Pradesh,,,,,,,,,,,,,,,,,,,,,,,
Kadiri_GVManu_D (Andhra Pradesh),Kadiri,GVManu,D,Andhra Pradesh,14.1082305,78.161069,"Kadiri, AP, India",,,,,,515591,Kadiri,,Kadiri,Andhra Pradesh,AP,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Rayachoti_Madnpali_D (Andhra Pradesh),Rayachoti,Madnpali,D,Andhra Pradesh,14.053371,78.749016,"Rayachoti, AP, India",,,,,,,Rayachoti,,Kadapa,Andhra Pradesh,AP,India,in,,0.5,,1,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Pulivendula_RTCStand_D (Andhra Pradesh),Pulivendula,RTCStand,D,Andhra Pradesh,14.4159045,78.2268904,"Pulivendula, AP, India",,,,,,516390,Pulivendula,,Pulivendla,Andhra Pradesh,AP,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Shegaon_SChwkDPP_D (Maharashtra),Shegaon,SChwkDPP,D,Maharashtra,,,,,,,,,,,,,,,,,,,,,,,
Chaksu_TonkRoad_D (Rajasthan),Chaksu,TonkRoad,D,Rajasthan,26.6059831,75.9430338,"Chaksu, RJ, India",,,,,,303900,Chaksu,,Chaksu Tehsil,Rajasthan,RJ,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Ghatal_KrshDPP_D (West Bengal),Ghatal,KrshDPP,D,West Bengal,22.6645296,87.7338573,"Ghatal, WB, India",,,,,,721212,Ghatal,,Ghatal,West Bengal,WB,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
HBR Layout PC (Karnataka),HBR,Layout,PC,Karnataka,13.034617,77.628888,"HBR Layout, Bengaluru - 560043, KA, India",HBR Layout,,,HBR Layout,HBR Layout 5th Block,560043,Bengaluru,BN,Bangalore,Karnataka,KA,India,in,,0.81,0.81,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Chhapra_Prbhunth_D (Bihar),Chhapra,Prbhunth,D,Bihar,25.7784105,84.7514507,"Chhapra, BR, India",,,,,,841300,Chhapra,,Chapra,Bihar,BR,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Siwan_HnmntNgr_D (Bihar),Siwan,HnmntNgr,D,Bihar,26.2184558,84.3585062,"Siwan, BR, India",,,,,,841226,Siwan,,Siwan,Bihar,BR,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Sambhal_Khwssrai_D (Uttar Pradesh),Sambhal,Khwssrai,D,Uttar Pradesh,28.585197,78.570932,"Sambhal, UP, India",,,,,,244302,Sambhal,,Sambhal,Uttar Pradesh,UP,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Aonla_KdidmCLY_D (Uttar Pradesh),Aonla,KdidmCLY,D,Uttar Pradesh,28.2729454,79.1626658,"Aonla, UP, India",,,,,,243300,Aonla,,Aonla,Uttar Pradesh,UP,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Nainital_Sookhtal_D (Uttarakhand),Nainital,Sookhtal,D,Uttarakhand,29.3905295,79.460869,"Nainital, UT, India",,,,,,263003,Nainital,,Nainital,Uttarakhand,UT,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Ranikhet_Subhash_D (Uttarakhand),Ranikhet,Subhash,D,Uttarakhand,29.64374,79.4281214,"Rānikhet, UT, India",,,,,,263645,Rānikhet,,Ranikhet,Uttarakhand,UT,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Almora_SuzkiSrv_D (Uttarakhand),Almora,SuzkiSrv,D,Uttarakhand,29.601699,79.6632635,"Almora, UT, India",,,,,,263600,Almora,,Almora,Uttarakhand,UT,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Musiri_ThryrRD_D (Tamil Nadu),Musiri,ThryrRD,D,Tamil Nadu,10.951573,78.4419808,"Musiri, TN, India",,,,,,621211,Musiri,,Musiri,Tamil Nadu,TN,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Thuraiyur_Mthrapuri_D (Tamil Nadu),Thuraiyur,Mthrapuri,D,Tamil Nadu,11.134878,78.591945,"Thuraiyur Bypass Road, Thuraiyur - 621008, TN, India",,,Thuraiyur Bypass Road,,,621008,Thuraiyur,TC,Tiruchirappalli,Tamil Nadu,TN,India,in,,0.4444444444444444,0.4444444444444444,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Perambalur_goplpurm_D (Tamil Nadu),Perambalur,goplpurm,D,Tamil Nadu,11.2356695,78.8688353,"Perambalur, TN, India",,,,,,,Perambalur,,Perambalur,Tamil Nadu,TN,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Ariyalur_Kmrajngr_D (Tamil Nadu),Ariyalur,Kmrajngr,D,Tamil Nadu,11.07593,79.12105,"Ariyalur, AR, India",,,,,,,Ariyalur,AR,Ariyalur,Tamil Nadu,TN,India,in,,0.5,,1,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
Lalpet_PriyrNGR_D (Tamil Nadu),Lalpet,PriyrNGR,D,Tamil Nadu,11.2998821,79.5552741,"Lalpet, Kattumannarkoil, TN, India",,,,Lalpet,,608301,Kattumannarkoil,,Kattumannarkoil,Tamil Nadu,TN,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bongaon_SukntDPP_D (West Bengal),Bongaon,SukntDPP,D,West Bengal,23.05612,88.78129,"Bongaon, PN, India",,,,,,,Bongaon,PN,24 Parganas North,West Bengal,WB,India,in,,0.5,,1,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
Helencha_ColnyDPP_D (West Bengal),Helencha,ColnyDPP,D,West Bengal,23.18921,88.8635,"Helencha, PN, India",,,,,,,Helencha,PN,24 Parganas North,West Bengal,WB,India,in,,0.5,,1,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
Gajraula_JawaharN_D (Uttar Pradesh),Gajraula,JawaharN,D,Uttar Pradesh,28.8360988,78.2452916,"Gajraula, UP, India",,,,,,244235,Gajraula,,Dhanaura,Uttar Pradesh,UP,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Amroha_SamitiRd_D (Uttar Pradesh),Amroha,SamitiRd,D,Uttar Pradesh,28.90662,78.4707309,"Amroha, UP, India",,,,,,244221,Amroha,,Amroha,Uttar Pradesh,UP,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bhopal_Kolar Mandakni (Madhya Pradesh),Bhopal,,Kolar Mandakni,Madhya Pradesh,23.2584857,77.401989,"Bhopal, MP, India",,,,,,462001,Bhopal,,Huzur Tahsil,Madhya Pradesh,MP,India,in,,1,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Coimbatore_Ukkadam_D (Tamil Nadu),Coimbatore,Ukkadam,D,Tamil Nadu,10.989262,76.961345,"Sout Ukkadam, Coimbatore - 641008, TN, India",,,Sout Ukkadam,,,641008,Coimbatore,CM,Coimbatore,Tamil Nadu,TN,India,in,,0.9,0.9,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Vizag_Gajuwaka_L (Andhra Pradesh),Vizag,Gajuwaka,L,Andhra Pradesh,17.6902878,83.223832,"APSRTC Bus Stand , Gajuwaka, APSRTC Bus Stand Road, Pittalayyavanipalem, Visakhapatnam - 530001, AP, India","APSRTC Bus Stand , Gajuwaka",,APSRTC Bus Stand Road,Pittalayyavanipalem,Ex Service Men Colony,530001,Visakhapatnam,,Visakhapatnam (Urban),Andhra Pradesh,AP,India,in,,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Ranaghat_ArickDPP_D (West Bengal),Ranaghat,ArickDPP,D,West Bengal,23.1738124,88.563677,"Ranaghat, WB, India",,,,,,741200,Ranaghat,,Ranaghat - II,West Bengal,WB,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Karwar_Central_D_1 (Karnataka),Karwar,Central,D1,Karnataka,14.819928,74.130241,"Karwar Central Jail, Karwar - 581303, KA, India",,,Karwar Central Jail,,,581303,Karwar,UK,Uttara Kannada,Karnataka,KA,India,in,,0.81,0.81,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Mallapur_ShtDRDPP_D (Karnataka),Mallapur,ShtDRDPP,D,Karnataka,16.7957452,77.4382672,"Mallapur, KA, India",,,,,,,Mallapur,,Gurumitkal taluku,Karnataka,KA,India,in,,0.5,,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
