original_original,original_city,original_area,original_abbreviation,original_state,lat,lon,formatted,district,housenumber,name,suburb,street,county_code,postcode,city,county,state,state_code,country,country_code,confidence,confidence_city_level,confidence_street_level,attribution,attribution_license,attribution_url
Chhindwara_NagpurRd_D (Madhya Pradesh),Chhindwara,NagpurRd,D,Madhya Pradesh,22.0578244,78.9386203,"Chhindwara, MP, India",,,,,,,480001,Chhindwara,Chhindwara Tahsil,Madhya Pradesh,MP,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Mandla_Mharajpr_D (Madhya Pradesh),Mandla,Mharajpr,D,Madhya Pradesh,22.597808,80.3720781,"Mandla, MP, India",,,,,,,481661,Mandla,Mandla Tahsil,Madhya Pradesh,MP,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Coonoor_Fairybnk_D (Tamil Nadu),Coonoor,Fairybnk,D,Tamil Nadu,11.3459447,76.7965283,"Coonoor, TN, India",,,,,,,643101,Coonoor,Coonoor,Tamil Nadu,TN,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Chhata_GvrdnDPP_D (Uttar Pradesh),Chhata,GvrdnDPP,D,Uttar Pradesh,27.7226148,77.501663,"Chhata, UP, India",,,,,,,281401,Chhata,Mathura,Uttar Pradesh,UP,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Kaman_BsstdDPP_D (Rajasthan),Kaman,BsstdDPP,D,Rajasthan,,,,,,,,,,,,,,,,,,,,,,
Khonsa_Central_D_1 (Arunachal Pradesh),Khonsa,Central,D1,Arunachal Pradesh,26.9910099,95.5061065,"Khonsa, AR, India",,,,,,,792130,Khonsa,Khonsa HQ,Arunachal Pradesh,AR,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Khanapur_StatinRD_D (Karnataka),Khanapur,StatinRD,D,Karnataka,,,,,,,,,,,,,,,,,,,,,,
Hisar_IndstlAr_I (Haryana),Hisar,IndstlAr,I,Haryana,29.1562688,75.7292303,"Hisar, HR, India",,,,,,,125001,Hisar,Hisar,Haryana,HR,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Sirsa_AnprnDPP_D (Haryana),Sirsa,AnprnDPP,D,Haryana,29.5372849,75.0377649,"Sirsa, HR, India",,,,,,,125055,Sirsa,Sirsa,Haryana,HR,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Jammu_Central_I_1 (Jammu & Kashmir),Jammu,Central,I1,Jammu & Kashmir,32.701716,74.862023,"Central Lane, Jammu, Pakistan",,,,,Central Lane,JM,,Jammu,Jammu,Jammu and Kashmir,,Pakistan,pk,0.9,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Mumbai_MiraRoad_M (Maharashtra),Mumbai,MiraRoad,M,Maharashtra,19.054999,72.8692035,"Mumbai, MH, India",,,,,,,,Mumbai,,Maharashtra,MH,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Jath_Shivprsad_D (Maharashtra),Jath,Shivprsad,D,Maharashtra,17.0489913,75.21771,"Jath, MH, India",,,,,,,416404,Jath,Jat,Maharashtra,MH,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bengaluru_Banshkri_DC (Karnataka),Bengaluru,Banshkri,DC,Karnataka,12.9767936,77.590082,"Bengaluru, KA, India",,,,,,,560001,Bengaluru,Bangalore North,Karnataka,KA,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Gurgaon_Bilaspur_RP (Haryana),Gurgaon,Bilaspur,RP,Haryana,28.42826235,77.00270014657752,"Gurgaon, HR, India",,,,,,,,Gurgaon,,Haryana,HR,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Satna_Central_I_2 (Madhya Pradesh),Satna,Central,I2,Madhya Pradesh,22.717458,75.883963,"Central Clinic, 5, Ratlam Kothi,Near Brainmaster Classes, Geeta Bhavan Square, Indore - 452001, MP, India",,5,Central Clinic,,"Ratlam Kothi,Near Brainmaster Classes, Geeta Bhavan Square",IN,452001,Indore,Indore,Madhya Pradesh,MP,India,in,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Churhat_Central_DPP_1 (Madhya Pradesh),Churhat,Central,DPP1,Madhya Pradesh,24.4279649,81.6703044,"Churhat, MP, India",,,,,,,486771,Churhat,Churhat Tahsil,Madhya Pradesh,MP,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Sidhi_Padra_D (Madhya Pradesh),Sidhi,Padra,D,Madhya Pradesh,24.396674,81.849481,"Padra, SD, India",,,,,,SD,,Padra,Sidhi,Madhya Pradesh,MP,India,in,0.5,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Bokaro_KSClny_DC (Jharkhand),Bokaro,KSClny,DC,Jharkhand,23.6544338,86.1456444,"Bokaro, JH, India",,,,,,,827004,Bokaro,Chas,Jharkhand,JH,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Dalkhola_DltprDPP_D (West Bengal),Dalkhola,DltprDPP,D,West Bengal,,,,,,,,,,,,,,,,,,,,,,
Gandhidham_Sector1A_IP (Gujarat),Gandhidham,Sector1A,IP,Gujarat,23.068737,70.133876,"Sector 1A, Gandhidham - 370201, GJ, India",,Sector 1A,,,Sector 1A,KA,370201,Gandhidham,Kachchh,Gujarat,GJ,India,in,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Halvad_CrossRD_D (Gujarat),Halvad,CrossRD,D,Gujarat,23.0159728,71.1797028,"Halvad, GJ, India",,,,,,,363330,Halvad,Halvad Taluka,Gujarat,GJ,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Dhrangadhra_NvygRDPP_D (Gujarat),Dhrangadhra,NvygRDPP,D,Gujarat,22.9914292,71.4663753,"Dhrangadhra, GJ, India",,,,,,,363300,Dhrangadhra,Dhrangadhra Taluka,Gujarat,GJ,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Kalpetta_Ward19_D (Kerala),Kalpetta,Ward19,D,Kerala,11.6136614,76.0851692,"Vythiri (Kalpetta), KL, India",,,,,,,673121,Kalpetta,Wayanad,Kerala,KL,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Mananthavady_Central_D_1 (Kerala),Mananthavady,Central,D1,Kerala,11.8010338,76.0056565,"Mananthavady, KL, India",,,,,,,670605,Mananthavady,Mananthavady,Kerala,KL,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Khurdha_JatniDPP_D (Orissa),Khurdha,JatniDPP,D,Orissa,,,,,,,,,,,,,,,,,,,,,,
MughalSarai_Central_D_2 (Uttar Pradesh),MughalSarai,Central,D2,Uttar Pradesh,25.283809,83.115547,"Mughalsarai, CD, India",,,,,,CD,,Mughalsarai,Chandauli,Uttar Pradesh,UP,India,in,0.5,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Chandauli_ShubsNGR_D (Uttar Pradesh),Chandauli,ShubsNGR,D,Uttar Pradesh,25.2592694,83.2667942,"Chandauli, UP, India",,,,,,,232104,Chandauli,Chandauli,Uttar Pradesh,UP,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Vemulawada_Central_DPP_2 (Telangana),Vemulawada,Central,DPP2,Telangana,18.4674786,78.8699,"Vemulawada, TG, India",,,,,,,505302,Vemulawada,Vemulawada mandal,Telangana,TG,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Jagtial_Aravind_D (Telangana),Jagtial,Aravind,D,Telangana,18.7956633,78.9162397,"Jagtial, TG, India",,,,,,,505300,Jagtial,Jagtial mandal,Telangana,TG,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Luxettipet_ShivaDPP_D (Telangana),Luxettipet,ShivaDPP,D,Telangana,19.3965422,78.7710285,"Luxettipet, TG, India",,,,,,,,Luxettipet,Utnur mandal,Telangana,TG,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Mansa_GreenVly_D (Punjab),Mansa,GreenVly,D,Punjab,29.9946852,75.4022224,"Mansa, PB, India",,,,,,,151505,Mansa,Mansa Tehsil,Punjab,PB,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Chennai_AshokNagar_DC (Tamil Nadu),Chennai,AshokNagar,DC,Tamil Nadu,13.031923,80.211174,"Ashoknagar Moffussil, Ward 132, Chennai - 600001, TN, India",Kodambakkam,,Ashoknagar Moffussil,Ward 132,,CH,600001,Chennai,Chennai,Tamil Nadu,TN,India,in,0.9,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Chotila_Central_D_2 (Gujarat),Chotila,Central,D2,Gujarat,22.4243903,71.1992399,"Chotila, GJ, India",,,,,,,363520,Chotila,Chotila Taluka,Gujarat,GJ,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Hathras (Uttar Pradesh),Hathras,,,Uttar Pradesh,27.5975888,78.0545477,"Hathras, UP, India",,,,,,,204101,Hathras,Hathras,Uttar Pradesh,UP,India,in,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bishnupur_StnRdDPP_D (West Bengal),Bishnupur,StnRdDPP,D,West Bengal,,,,,,,,,,,,,,,,,,,,,,
Gurgaon_Kadipur (Haryana),Gurgaon,,Kadipur,Haryana,28.42826235,77.00270014657752,"Gurgaon, HR, India",,,,,,,,Gurgaon,,Haryana,HR,India,in,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Modasa_Central_D_1 (Gujarat),Modasa,Central,D1,Gujarat,23.4634245,73.2990631,"Modasa, GJ, India",,,,,,,383315,Modasa,Modasa Taluka,Gujarat,GJ,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Khedbrahma_Patelfli_D (Gujarat),Khedbrahma,Patelfli,D,Gujarat,24.0310837,73.0484016,"Khedbrahma, GJ, India",,,,,,,383255,Khedbrahma,Khedbrahma Taluka,Gujarat,GJ,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Madakasira_RTCStand_D (Andhra Pradesh),Madakasira,RTCStand,D,Andhra Pradesh,13.9446549,77.2772467,"APSRTC Bus Stand , Madakasira, APSRTC Bus Stand Road, Madakasira - 515300, AP, India",,,"APSRTC Bus Stand , Madakasira",,APSRTC Bus Stand Road,,515300,Madakasira,Madakasira,Andhra Pradesh,AP,India,in,0.7272727272727273,1,0.7272727272727273,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Pavagada_PnukndRD_D (Karnataka),Pavagada,PnukndRD,D,Karnataka,14.1007288,77.2800053,"Pavagada, KA, India",,,,,,,561202,Pavagada,Pavagada taluk,Karnataka,KA,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Kamarpukur_ChatiDPP_D (West Bengal),Kamarpukur,ChatiDPP,D,West Bengal,22.898511,87.6574438,"Kamarpukur, WB, India",,,,,,,712612,Kamarpukur,Goghat - II,West Bengal,WB,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Kavali_Kacheri_D (Andhra Pradesh),Kavali,Kacheri,D,Andhra Pradesh,14.904257,79.985879,"Kavali, NE, India",,,,,,NE,,Kavali,Nellore,Andhra Pradesh,AP,India,in,0.5,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Delhi_PunjabiB_L (Delhi),Delhi,PunjabiB,L,Delhi,,,,,,,,,,,,,,,,,,,,,,
Pappadahandi_Central_DPP_2 (Orissa),Pappadahandi,Central,DPP2,Orissa,19.341525,82.519066,"Papadahandi, NB, India",,,,,,NB,,Papadahandi,Nabarangpur,Odisha,OR,India,in,0,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Delhi_Nangli_L (Delhi),Delhi,Nangli,L,Delhi,28.557163,77.163665,"Delhi, SW, India",,,,,,SW,,Delhi,South West Delhi,Delhi,DL,India,in,0.5,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Jhunjhunu_DC (Rajasthan),Jhunjhunu,,DC,Rajasthan,28.1287995,75.3992581,"Jhunjhunu, RJ, India",,,,,,,333001,Jhunjhunu,Jhunjhunun Tehsil,Rajasthan,RJ,India,in,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Khetri_NagarDPP_D (Rajasthan),Khetri,NagarDPP,D,Rajasthan,28.0003366,75.784133,"Khetri, RJ, India",,,,,,,333503,Khetri,Khetri Tehsil,Rajasthan,RJ,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
NeemKaThana_War5DPP_D (Rajasthan),NeemKaThana,War5DPP,D,Rajasthan,,,,,,,,,,,,,,,,,,,,,,
Itahar_NatunDPP_D (West Bengal),Itahar,NatunDPP,D,West Bengal,25.4540475,88.1750893,"Itahar, WB, India",,,,,,,,Itahar,Itahar,West Bengal,WB,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Kaliyaganj_FatprDPP_D (West Bengal),Kaliyaganj,FatprDPP,D,West Bengal,25.6370577,88.328104,"Kaliyaganj, WB, India",,,,,,,733129,Kaliyaganj,Kaliyaganj,West Bengal,WB,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Nellore_DC (Andhra Pradesh),Nellore,,DC,Andhra Pradesh,14.4493717,79.9873763,"Nellore, AP, India",,,,,,,524001,Nellore,Nellore,Andhra Pradesh,AP,India,in,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Sangola_Central_DPP_3 (Maharashtra),Sangola,Central,DPP3,Maharashtra,20.5230605,76.7923522,"Sangola, MH, India",,,,,,,,Sangola,Patur,Maharashtra,MH,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Maihar_MngalDPP_D (Madhya Pradesh),Maihar,MngalDPP,D,Madhya Pradesh,24.260444,80.7592749,"Maihar, MP, India",,,,,,,,Maihar,Maihar Tahsil,Madhya Pradesh,MP,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Achrol_BgwriDPP_D (Rajasthan),Achrol,BgwriDPP,D,Rajasthan,27.1332143,75.9566333,"Achrol, RJ, India",,,,,,,303002,Achrol,Amber Tehsil,Rajasthan,RJ,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
CCU_Beleghta_CP (West Bengal),CCU,Beleghta,CP,West Bengal,22.6564623,88.44672447479577,"Netaji Subhash Chandra Bose International Airport, Kazi Nazrul Islam Avenue, Rajarhat Gopalpur, Bidhannagar - 700052, WB, India",,,Netaji Subhash Chandra Bose International Airport,Rajarhat Gopalpur,Kazi Nazrul Islam Avenue,,700052,Bidhannagar,Bidhannagar,West Bengal,WB,India,in,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Delhi_Palam (Delhi),Delhi,,Palam,Delhi,28.6138954,77.2090057,"New Delhi, DL, India",,,,,,,,New Delhi,,Delhi,DL,India,in,0.9,0.9,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Rasipurm_Knrpati_D (Tamil Nadu),Rasipurm,Knrpati,D,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,
Upleta_AdrshSt_DC (Gujarat),Upleta,AdrshSt,DC,Gujarat,21.7427316,70.2820025,"Upleta, GJ, India",,,,,,,360490,Upleta,Upleta Taluka,Gujarat,GJ,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Surat_Central_D_9 (Gujarat),Surat,Central,D9,Gujarat,21.169583,72.84339,"Central Road, Surat - 394210, GJ, India",,,,,Central Road,SR,394210,Surat,Surat,Gujarat,GJ,India,in,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Dhanbad_Jharia_DC (Jharkhand),Dhanbad,Jharia,DC,Jharkhand,23.7843811,86.4166569,"Jharia Road, New Delhi Colony, Dhanbad - 826001, JH, India",,,,New Delhi Colony,Jharia Road,,826001,Dhanbad,Dhanbad-Cum-Kenduadih-Cum-Jagata,Jharkhand,JH,India,in,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Nokha_DeVDPP_D (Rajasthan),Nokha,DeVDPP,D,Rajasthan,27.5574906,73.472363,"Nokha, RJ, India",,,,,,,334803,Nokha,Nokha Tehsil,Rajasthan,RJ,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Nagaur_KisanCo_D (Rajasthan),Nagaur,KisanCo,D,Rajasthan,27.2000843,73.7377453,"Nagaur, RJ, India",,,,,,,341001,Nagaur,Nagaur Tehsil,Rajasthan,RJ,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Kittur_ColageRD_D (Karnataka),Kittur,ColageRD,D,Karnataka,15.5993334,74.7878902,"Kittur, KA, India",,,,,,,591115,Kittur,Kitturu taluku,Karnataka,KA,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
HanumanJNC_VijywdRD_D (Andhra Pradesh),HanumanJNC,VijywdRD,D,Andhra Pradesh,14.762005,78.874889,"Andhra Pradesh, India",,,Andhra Pradesh,,,,,,,Andhra Pradesh,AP,India,in,0.25,,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Pandharpur_RajCmplx_D (Maharashtra),Pandharpur,RajCmplx,D,Maharashtra,20.993759,74.34104,"Pandharpur, Devnagar, DH, India",,,Pandharpur,Pandharpur,,DH,,Devnagar,Dhule,Maharashtra,MH,India,in,0.5,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Ambur_Central_D_2 (Tamil Nadu),Ambur,Central,D2,Tamil Nadu,12.7874171,78.7188211,"Ambur, TN, India",,,,,,,635802,Ambur,Ambur,Tamil Nadu,TN,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Lonavala_NngrgnRd_D (Maharashtra),Lonavala,NngrgnRd,D,Maharashtra,18.7548563,73.4016729,"Lonavala, MH, India",,,,,,,410400,Lonavala,Mawal,Maharashtra,MH,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Rajam_SamathBv_D (Andhra Pradesh),Rajam,SamathBv,D,Andhra Pradesh,18.12657,83.66452,"Rajam, Chillapetarajam, SR, India",,,Rajam,Rajam,,SR,,Chillapetarajam,Srikakulam,Andhra Pradesh,AP,India,in,0.5,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Bobbili_ColegRd_D (Andhra Pradesh),Bobbili,ColegRd,D,Andhra Pradesh,18.5748202,83.3522594,"Bobbili, AP, India",,,,,,,532558,Bobbili,Bobbili,Andhra Pradesh,AP,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Pithorgarh_Kumud_D (Uttarakhand),Pithorgarh,Kumud,D,Uttarakhand,19.050752,72.921494,"Kumud Vidyamandir, Tata Nagar Road, Deonar, Mumbai - 400088, MH, India",Zone 5,,Kumud Vidyamandir,Deonar,Tata Nagar Road,MU,400088,Mumbai,Mumbai City,Maharashtra,MH,India,in,0,,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Marakkanam_MJRDPP_D (Tamil Nadu),Marakkanam,MJRDPP,D,Tamil Nadu,,,,,,,,,,,,,,,,,,,,,,
Pratapgarh_Nimachrd_D (Rajasthan),Pratapgarh,Nimachrd,D,Rajasthan,,,,,,,,,,,,,,,,,,,,,,
Mandsaur_YashDPP_D (Madhya Pradesh),Mandsaur,YashDPP,D,Madhya Pradesh,24.0682898,75.0742388,"Mandsaur, MP, India",,,,,,,458001,Mandsaur,Mandsaur Nagar Tahsil,Madhya Pradesh,MP,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Sitamau_Central_DPP_1 (Madhya Pradesh),Sitamau,Central,DPP1,Madhya Pradesh,24.0153312,75.3541182,"Sitamau, MP, India",,,,,,,458990,Sitamau,Sitamau Tahsil,Madhya Pradesh,MP,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Rangia_HosptlRd_D (Assam),Rangia,HosptlRd,D,Assam,26.4444441,91.6172816,"Rangia, AS, India",,,,,,,781354,Rangia,Rangia Pt,Assam,AS,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Kokrajhar_HplrdDPP_D (Assam),Kokrajhar,HplrdDPP,D,Assam,26.4003745,90.2710412,"Kokrajhar, AS, India",,,,,,,783370,Kokrajhar,Kokrajhar,Assam,AS,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Dhubri_Tetultol_D (Assam),Dhubri,Tetultol,D,Assam,26.0186768,89.9857236,"Dhubri, AS, India",,,,,,,783300,Dhubri,Dhubri,Assam,AS,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bilasipara_Wardno5_D (Assam),Bilasipara,Wardno5,D,Assam,26.2316753,90.2324363,"Bilasipara, AS, India",,,,,,,783348,Bilasipara,Bilasipara Pt,Assam,AS,India,in,0.25,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Tura_Sracmplx_D (Meghalaya),Tura,Sracmplx,D,Meghalaya,25.5125616,90.2171526,"Tura, ML, India",,,,,,,794001,Tura,Gambegre,Meghalaya,ML,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Chennai_Alandur_C (Tamil Nadu),Chennai,Alandur,C,Tamil Nadu,13.01424,80.2143479,"Alandur Road, Ward 170, Chennai - 600001, TN, India",CMWSSB Division 170,,,Ward 170,Alandur Road,,600001,Chennai,,Tamil Nadu,TN,India,in,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bhiwadi DC (Rajasthan),Bhiwadi,,DC,Rajasthan,28.2039413,76.837441,"Bhiwadi, RJ, India",,,,,,,301019,Bhiwadi,Tijara Tehsil,Rajasthan,RJ,India,in,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Metpally_GunjRDPP_D (Telangana),Metpally,GunjRDPP,D,Telangana,19.17721,79.733203,"Metpally - 2, Metpalle, Adilabad, India",,,Metpally - 2,,,AD,,Metpalle,Adilabad,Telangana,TG,India,in,0,0.9,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Aligarh_Central_D_2 (Uttar Pradesh),Aligarh,Central,D2,Uttar Pradesh,27.894741,78.064897,"Central Hospital, Aligarh - 202001, UP, India",,,Central Hospital,,,AL,202001,Aligarh,Aligarh,Uttar Pradesh,UP,India,in,0.9,1,0.9,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SikandraRao_JydevNGR_D (Uttar Pradesh),SikandraRao,JydevNGR,D,Uttar Pradesh,,,,,,,,,,,,,,,,,,,,,,
Etah_CivlLine_D (Uttar Pradesh),Etah,CivlLine,D,Uttar Pradesh,27.56002,78.6578425,"Etah, UP, India",,,,,,,207001,Etah,Etah,Uttar Pradesh,UP,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Jalesar_ChngiDPP_D (Uttar Pradesh),Jalesar,ChngiDPP,D,Uttar Pradesh,27.4726962,78.3022442,"Jalesar, UP, India",,,,,,,207302,Jalesar,Jalesar,Uttar Pradesh,UP,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bahadurgarh_DC (Haryana),Bahadurgarh,,DC,Haryana,28.6933239,76.9332373,"Bahadurgarh, HR, India",,,,,,,124507,Bahadurgarh,Bahadurgarh,Haryana,HR,India,in,1,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Meham_GModDPP_D (Haryana),Meham,GModDPP,D,Haryana,28.981633,76.258383,"Meham, 124112, HR, India",,,Meham,,,RO,124112,,Rohtak,Haryana,HR,India,in,0,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Dausa_IndraCln_D (Rajasthan),Dausa,IndraCln,D,Rajasthan,26.893342,76.3376514,"Dausa, RJ, India",,,,,,,303300,Dausa,Dausa Tehsil,Rajasthan,RJ,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Hindaun_MndwrRod_D (Rajasthan),Hindaun,MndwrRod,D,Rajasthan,26.7325006,77.0363121,"Hindaun, RJ, India",,,,,,,322230,Hindaun,Hindaun Tehsil,Rajasthan,RJ,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Karauli_HnsChowk_D (Rajasthan),Karauli,HnsChowk,D,Rajasthan,24.23594,74.07223,"Karauli, Karawali, UP, India",,,Karauli,Karauli,,UP,,Karawali,Udaipur,Rajasthan,RJ,India,in,0.5,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Gangapur_Ward6DPP_D (Rajasthan),Gangapur,Ward6DPP,D,Rajasthan,26.47249,76.71744,"Gangāpur, SM, India",,,,,,SM,,Gangāpur,Sawai Madhopur,Rajasthan,RJ,India,in,0.5,1,,GeoNames,CC BY 4.0,https://www.geonames.org/datasources/
Sirsi_Vidygiri_D (Karnataka),Sirsi,Vidygiri,D,Karnataka,,,,,,,,,,,,,,,,,,,,,,
Sagara_Vardhard_D (Karnataka),Sagara,Vardhard,D,Karnataka,14.180633,75.032685,"Sagar, SH, India",,,,,,SH,,Sagar,Shimoga,Karnataka,KA,India,in,0.375,0.75,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Tangi_SriDPP_D (Orissa),Tangi,SriDPP,D,Orissa,,,,,,,,,,,,,,,,,,,,,,
Giridih_Shivalya_D (Jharkhand),Giridih,Shivalya,D,Jharkhand,24.1862602,86.3087238,"Giridih, JH, India",,,,,,,815301,Giridih,Giridih,Jharkhand,JH,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
Bhatpara_TrengaRD_D (Chhattisgarh),Bhatpara,TrengaRD,D,Chhattisgarh,19.116806,81.88903,"Bhatpara, BS, India",,,,,,BS,,Bhatpara,Bastar,Chhattisgarh,CT,India,in,0.5,1,,Who's On First,CC0,https://www.whosonfirst.org/docs/licenses/
Mungeli_Panderia_D (Chhattisgarh),Mungeli,Panderia,D,Chhattisgarh,22.0661098,81.6874282,"Mungeli, CT, India",,,,,,,,Mungeli,,Chhattisgarh,CT,India,in,0.5,1,,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
